robot_max_speed,robot_radius,success_rate,collision_rate,average_collision_amount,timeout_rate,timeout_collision_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,dyn_obstacle_occupation,crowdnav,dwa,rlca,teb
2,0.267,0.6,0.4,0.67,0.0,0.0,151.7,1120480001118.8,90,90,1,45,3,0,0,0,0,288.0,0.0304,4050,2.3219,8,0.5351,0.8,0.0096,0.0,0.53,0.35,8,3,0,1,0,0
2,0.267,0.62,0.38,0.69,0.0,0.03,141.66,1365227587569.52,70,70,1,70,3,0,0,0,0,216.0,0.0251,2450,2.3219,5,0.3676,0.6,0.0102,0.0,0.93,0.6,3,2,0,1,0,0
1.1,0.625,0.3,0.7,2.9,0.0,0.13,97.57,2940480002938.8,70,70,1,70,3,0,0,0,0,80.0,0.0267,2450,2.3219,17,0.3253,0.6,0.0118,0.0,0.46,0.7,6,4,0,1,0,0
2,0.267,0.73,0.27,0.43,0.0,0.03,182.73,1701510001700.1,90,90,1,15,5,0,0,0,0,180.0,0.023,4050,2.3219,2,0.6486,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.76,0.17,0.17,0.07,0.0,48.51,946520690601.41,50,50,1,30,3,0,0,0,0,360.0,0.0117,1250,2.3219,3,0.4996,0.7,0.0095,0.0,0.66,0.39,4,2,0,1,0,0
0.22,0.113,0.6,0.4,0.77,0.0,0.0,106.09,1322240001321.4,90,90,1,30,5,0,0,0,0,90.0,0.0303,4050,2.3219,4,0.4986,1.0,0.0072,0.0,0.42,0.62,12,7,0,1,0,0
0.22,0.113,0.69,0.31,0.45,0.0,0.0,73.75,981613794084.07,70,70,1,30,5,0,0,0,0,360.0,0.0209,2450,2.3219,1,0.4533,0.0,0.0,1.0,0.66,0.54,6,3,0,1,0,0
1.1,0.625,1.0,0.0,0.0,0.0,0.0,4.23,120400000124.0,70,70,1,15,4,0,0,0,0,180.0,0.0142,2450,2.3219,3,0.6529,0.7,0.0047,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.53,0.47,0.9,0.0,0.0,83.98,739396667403.63,50,50,1,30,3,0,0,0,0,72.0,0.013,1250,2.3219,6,0.4116,0.5,0.0086,0.0,0.67,0.49,6,3,0,1,0,0
2,0.267,0.3,0.7,1.53,0.0,0.07,284.96,2257200002256.0,90,90,1,45,3,0,0,0,0,211.7647,0.0309,4050,2.3219,11,0.5046,0.5,0.0117,0.0,0.54,0.43,12,5,0,1,0,0
1.1,0.625,0.14,0.83,3.72,0.03,0.48,98.34,4199510349025.79,90,90,1,45,3,0,0,0,0,240.0,0.0308,4050,2.3219,4,0.5314,0.5,0.0041,0.0,0.53,0.48,8,4,0,1,0,0
2,0.267,0.83,0.17,0.23,0.0,0.0,91.09,725390000722.9,50,50,1,70,4,0,0,0,0,180.0,0.0156,1250,2.3219,2,0.2244,0.0,0.0,1.0,0.54,0.81,2,2,0,1,0,0
1.1,0.625,1.0,0.0,0.0,0.0,0.0,4.52,100800000108.0,50,50,1,15,3,0,0,0,0,180.0,0.0096,1250,2.3219,2,0.5928,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.77,0.23,0.33,0.0,0.0,38.14,716170000714.7,50,50,1,45,5,0,0,0,0,180.0,0.0144,1250,2.3219,2,0.2632,0.0,0.0,1.0,0.59,0.53,6,3,0,1,0,0
0.22,0.113,0.79,0.21,0.24,0.0,0.0,125.39,1216386208111.45,90,90,1,15,4,0,0,0,0,180.0,0.0196,4050,2.3219,2,0.7073,1.0,0.0001,0.0,0.39,0.36,4,1,0,1,0,0
0.22,0.113,0.66,0.34,0.45,0.0,0.0,96.09,1728631036208.38,90,90,1,45,3,0,0,0,0,102.8571,0.029,4050,2.3219,6,0.5531,0.3,0.0062,0.0,0.49,0.61,4,2,0,1,0,0
1.1,0.625,0.3,0.67,2.47,0.03,0.43,113.15,3339760003337.6,70,70,1,45,3,0,0,0,0,257.1429,0.0215,2450,2.3219,8,0.4627,0.5,0.0113,0.0,0.54,0.43,3,1,0,0,1,0
0.22,0.113,0.57,0.43,0.67,0.0,0.0,63.09,695876667361.43,50,50,1,15,4,0,0,0,0,240.0,0.0113,1250,2.3219,3,0.518,0.7,0.0053,0.0,0.61,0.63,6,4,0,1,0,0
1.1,0.625,0.33,0.67,1.53,0.0,0.03,121.89,2110406668774.73,90,90,1,70,5,0,0,0,0,240.0,0.0385,4050,2.3219,4,0.2922,0.8,0.0245,0.0,0.69,0.53,8,4,0,1,0,0
1.1,0.625,0.47,0.5,0.73,0.03,0.1,105.13,2087186668752.53,90,90,1,45,5,0,0,0,0,240.0,0.0378,4050,2.3219,6,0.3193,0.5,0.0072,0.0,0.48,0.49,8,4,0,1,0,0
0.22,0.113,0.73,0.27,0.3,0.0,0.0,38.77,879266667545.33,70,70,1,70,5,0,0,0,0,180.0,0.027,2450,2.3219,4,0.2329,1.0,0.0108,0.0,0.47,0.65,6,4,0,1,0,0
1.1,0.625,0.4,0.6,1.07,0.0,0.0,88.34,1044246667710.13,50,50,1,30,5,0,0,0,0,180.0,0.0151,1250,2.3219,2,0.2628,1.0,0.0005,0.0,0.62,0.66,6,4,0,1,0,0
1.1,0.625,0.66,0.34,1.28,0.0,0.03,47.77,636096552359.24,50,50,1,15,5,0,0,0,0,180.0,0.0102,1250,2.3219,2,0.5264,1.0,0.0023,0.0,0.57,0.64,4,3,0,0,1,0
1.1,0.625,0.6,0.4,0.67,0.0,0.0,93.88,1163146667828.13,70,70,1,45,5,0,0,0,0,90.0,0.0251,2450,2.3219,4,0.2908,0.5,0.0063,0.0,0.66,0.56,6,3,0,1,0,0
0.22,0.113,0.77,0.23,0.3,0.0,0.0,45.96,479343333809.77,50,50,1,45,3,0,0,0,0,360.0,0.0135,1250,2.3219,3,0.3948,0.3,0.0258,0.0,0.45,0.48,6,3,0,1,0,0
1.1,0.625,0.67,0.33,0.63,0.0,0.0,9.18,152011111261.22,70,70,1,15,3,0,0,0,0,180.0,0.0142,2450,2.3219,2,0.6776,0.0,0.0,1.0,0.66,0.55,3,2,0,1,0,0
0.22,0.113,0.93,0.07,0.07,0.0,0.0,49.3,653556667319.23,50,50,1,70,4,0,0,0,0,180.0,0.0158,1250,2.3219,2,0.2228,0.0,0.0,1.0,0.57,0.5,4,2,0,1,0,0
2,0.267,0.47,0.53,1.23,0.0,0.03,174.52,1649080001646.8,90,90,1,45,3,0,0,0,0,135.0,0.0282,4050,2.3219,8,0.5614,0.5,0.0086,0.0,0.63,0.47,4,2,0,1,0,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,43.71,548793103995.52,50,50,1,30,4,0,0,0,0,360.0,0.0144,1250,2.3219,2,0.3324,1.0,0.0065,0.0,0.0,0.0,0,0,0,1,0,0
2,0.267,0.47,0.53,1.63,0.0,0.0,142.33,1291800001290.0,90,90,1,15,3,0,0,0,0,180.0,0.0179,4050,2.3219,2,0.7378,0.0,0.0,1.0,0.64,0.41,8,3,0,1,0,0
2,0.267,0.73,0.27,0.37,0.0,0.0,77.43,525480000523.8,50,50,1,30,4,0,0,0,0,90.0,0.0136,1250,2.3219,4,0.3488,1.0,0.0055,0.0,0.52,0.59,6,4,0,1,0,0
1.1,0.625,0.63,0.37,0.4,0.0,0.0,107.36,1106746667771.13,50,50,1,70,5,0,0,0,0,180.0,0.0158,1250,2.3219,2,0.2176,0.0,0.0,1.0,0.76,0.93,2,2,0,1,0,0
1.1,0.625,0.23,0.77,2.13,0.0,0.03,78.44,1572656668239.23,90,90,1,30,4,0,0,0,0,154.2857,0.0262,4050,2.3219,5,0.5762,0.8,0.006,0.0,0.48,0.55,12,7,0,1,0,0
1.1,0.625,0.31,0.69,2.79,0.0,0.24,88.08,2778686209672.72,70,70,1,70,3,0,0,0,0,288.0,0.0261,2450,2.3219,15,0.3441,0.6,0.0102,0.0,0.53,0.4,6,2,0,1,0,0
2,0.267,0.73,0.27,0.4,0.0,0.0,88.0,742853334074.87,50,50,1,45,3,0,0,0,0,288.0,0.0139,1250,2.3219,4,0.364,0.8,0.007,0.0,0.56,0.49,4,2,0,1,0,0
0.22,0.113,0.87,0.13,0.17,0.0,0.0,90.78,743923334076.57,50,50,1,30,5,0,0,0,0,180.0,0.0139,1250,2.3219,2,0.342,0.0,0.0,1.0,0.28,0.42,4,2,0,1,0,0
2,0.267,0.6,0.4,0.77,0.0,0.03,209.8,1659946668326.13,90,90,1,70,4,0,0,0,0,317.6471,0.0359,4050,2.3219,8,0.3844,0.5,0.0624,0.0,0.58,0.55,4,2,0,1,0,0
2,0.267,0.57,0.4,0.47,0.03,0.0,197.89,1632933334965.67,90,90,1,45,5,0,0,0,0,300.0,0.0349,4050,2.3219,6,0.4017,0.5,0.0111,0.0,0.41,0.41,12,5,0,1,0,0
0.22,0.113,0.77,0.23,0.3,0.0,0.0,116.25,1420496668085.63,90,90,1,15,4,0,0,0,0,180.0,0.0219,4050,2.3219,2,0.6535,0.0,0.0,1.0,0.74,0.42,4,2,0,1,0,0
2,0.267,0.73,0.27,0.3,0.0,0.0,87.35,570226667235.93,50,50,1,15,4,0,0,0,0,360.0,0.0133,1250,2.3219,1,0.3888,0.0,0.0,1.0,0.89,0.95,2,2,0,1,0,0
1.1,0.625,0.43,0.5,1.73,0.07,0.13,70.05,2898410002896.1,70,70,1,30,4,0,0,0,0,216.0,0.0215,2450,2.3219,5,0.4559,0.4,0.0082,0.0,0.54,0.38,3,1,0,1,0,0
0.22,0.113,0.43,0.57,1.1,0.0,0.03,78.02,1026120001024.2,90,90,1,30,3,0,0,0,0,216.0,0.023,4050,2.3219,4,0.6525,0.8,0.0108,0.0,0.56,0.51,12,6,0,1,0,0
0.22,0.113,0.97,0.0,0.0,0.03,0.0,134.69,1701806668366.73,90,90,1,70,5,0,0,0,0,257.1429,0.0414,4050,2.3219,8,0.2507,0.6,0.0105,0.0,0.0,0.0,0,0,0,1,0,0
1.1,0.625,0.83,0.17,0.3,0.0,0.0,19.84,197536666863.03,50,50,1,15,4,0,0,0,0,180.0,0.0129,1250,2.3219,3,0.4312,0.0,0.0072,0.0,0.39,0.37,4,1,0,1,0,0
2,0.267,0.47,0.53,0.93,0.0,0.03,140.79,1241536667907.03,70,70,1,30,4,0,0,0,0,180.0,0.0225,2450,2.3219,5,0.4467,0.8,0.0073,0.0,0.45,0.57,9,5,0,1,0,0
2,0.267,0.1,0.8,7.63,0.1,0.7,371.28,5202333338535.67,70,70,1,30,5,0,0,0,0,240.0,0.0219,2450,2.3219,2,0.4171,1.0,0.0082,0.0,0.74,0.55,9,5,0,0,1,0
1.1,0.625,0.23,0.77,4.07,0.0,0.17,131.55,3228580003227.8,90,90,1,30,5,0,0,0,0,270.0,0.0321,4050,2.3219,3,0.4738,0.7,0.0072,0.0,0.56,0.63,8,5,0,1,0,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,47.58,486120000484.2,50,50,1,15,5,0,0,0,0,180.0,0.0136,1250,2.3219,2,0.3756,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
2,0.267,0.27,0.7,1.73,0.03,0.4,214.69,4092786670757.53,90,90,1,30,4,0,0,0,0,360.0,0.0261,4050,2.3219,2,0.5863,1.0,0.0064,0.0,0.58,0.66,8,5,0,0,1,0
0.22,0.113,0.87,0.13,0.13,0.0,0.0,87.44,1161253334493.87,70,70,1,30,4,0,0,0,0,180.0,0.0203,2450,2.3219,4,0.472,1.0,0.0119,0.0,0.62,0.62,3,2,0,1,0,0
0.22,0.113,0.86,0.1,0.1,0.03,0.0,36.77,665651724801.69,50,50,1,30,5,0,0,0,0,180.0,0.0127,1250,2.3219,2,0.412,0.0,0.0,1.0,0.73,0.39,2,1,0,1,0,0
1.1,0.625,0.6,0.4,0.5,0.0,0.0,123.02,1169573334502.07,70,70,1,70,5,0,0,0,0,180.0,0.0259,2450,2.3219,2,0.2565,0.0,0.0,1.0,0.52,0.45,6,3,0,1,0,0
2,0.267,0.34,0.66,1.28,0.0,0.03,190.73,1780572415572.62,90,90,1,45,4,0,0,0,0,257.1429,0.032,4050,2.3219,9,0.4835,0.7,0.0097,0.0,0.41,0.7,8,6,0,1,0,0
1.1,0.625,0.27,0.7,2.4,0.03,0.3,79.77,3546533336878.67,90,90,1,45,3,0,0,0,0,261.8182,0.0292,4050,2.3219,8,0.5377,0.4,0.0077,0.0,0.59,0.33,4,1,0,1,0,0
0.22,0.113,0.97,0.03,0.03,0.0,0.0,29.63,586568966103.97,50,50,1,45,5,0,0,0,0,180.0,0.0155,1250,2.3219,2,0.22,0.0,0.0,1.0,0.61,0.54,2,1,0,1,0,0
0.22,0.113,0.38,0.62,4.86,0.0,0.03,93.65,719027586923.38,70,70,1,30,3,0,0,0,0,308.5714,0.0164,2450,2.3219,4,0.6129,0.8,0.0126,0.0,0.29,0.55,3,2,0,0,1,0
0.22,0.113,0.7,0.3,3.87,0.0,0.07,95.44,825160000823.6,70,70,1,70,4,0,0,0,0,327.2727,0.0258,2450,2.3219,5,0.3235,0.8,0.0179,0.0,0.49,0.57,3,2,0,0,1,0
0.22,0.113,0.8,0.2,4.07,0.0,0.1,103.64,914493334246.27,50,50,1,30,4,0,0,0,0,180.0,0.0138,1250,2.3219,5,0.352,0.8,0.0084,0.0,0.65,0.5,2,1,0,0,1,0
0.22,0.113,0.43,0.57,4.79,0.0,0.14,138.65,1483042858624.36,70,70,1,45,4,0,0,0,0,308.5714,0.0213,2450,2.3219,6,0.4414,0.8,0.009,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.2,0.8,14.83,0.0,0.13,318.74,2482240002481.4,90,90,1,45,4,0,0,0,0,300.0,0.0312,4050,2.3219,6,0.4847,0.7,0.0084,0.0,0.58,0.69,8,5,0,0,1,0
0.22,0.113,0.6,0.4,5.4,0.0,0.07,118.91,951823334283.57,90,90,1,15,3,0,0,0,0,180.0,0.0168,4050,2.3219,2,0.7678,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.31,0.69,12.31,0.0,0.28,232.87,1880306898428.59,70,70,1,45,3,0,0,0,0,240.0,0.0219,2450,2.3219,7,0.4714,0.7,0.0095,0.0,0.66,0.61,6,4,0,0,1,0
0.22,0.113,0.57,0.43,5.4,0.0,0.07,124.01,1038840001037.4,50,50,1,30,3,0,0,0,0,120.0,0.014,1250,2.3219,8,0.3888,0.5,0.0083,0.0,0.51,0.38,4,2,0,0,1,0
0.22,0.113,0.4,0.6,12.67,0.0,0.23,219.6,1879126668543.93,70,70,1,15,5,0,0,0,0,180.0,0.0195,2450,2.3219,4,0.512,1.0,0.0097,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.43,0.57,10.8,0.0,0.07,146.96,1266026667932.93,90,90,1,15,3,0,0,0,0,120.0,0.0168,4050,2.3219,3,0.7569,1.0,0.0063,0.0,0.68,0.88,4,4,0,0,1,0
0.22,0.113,0.43,0.57,3.93,0.0,0.0,88.34,773133334104.67,50,50,1,30,4,0,0,0,0,180.0,0.0138,1250,2.3219,3,0.3592,1.0,0.0052,0.0,0.64,0.51,6,3,0,0,1,0
0.22,0.113,0.47,0.53,6.0,0.0,0.07,138.34,1303863334635.97,90,90,1,70,5,0,0,0,0,360.0,0.0368,4050,2.3219,2,0.3488,1.0,0.0135,0.0,0.59,0.57,12,7,0,0,1,0
0.22,0.113,0.72,0.28,0.34,0.0,0.0,59.79,515355172927.69,70,70,1,70,5,0,0,0,0,360.0,0.0271,2450,2.3219,1,0.25,0.0,0.0,1.0,0.57,0.54,9,5,0,0,1,0
0.22,0.113,0.72,0.28,0.52,0.0,0.0,66.34,405682759024.76,50,50,1,70,4,0,0,0,0,360.0,0.0154,1250,2.3219,1,0.2288,0.0,0.0,1.0,0.51,0.68,6,4,0,0,1,0
0.22,0.113,0.6,0.4,3.9,0.0,0.07,121.07,953866667619.33,90,90,1,45,5,0,0,0,0,270.0,0.0349,4050,2.3219,12,0.3951,0.4,0.0205,0.0,0.35,0.59,4,2,0,0,1,0
0.22,0.113,0.64,0.36,1.57,0.0,0.0,51.76,479532143335.68,50,50,1,45,3,0,0,0,0,60.0,0.0127,1250,2.3219,6,0.404,0.7,0.0091,0.0,0.68,0.26,2,1,0,0,1,0
0.22,0.113,0.03,0.33,0.37,0.63,0.3,12.33,5981660005978.6,70,70,1,30,4,0,0,0,0,332.3077,0.0228,2450,2.3219,4,0.4039,0.8,0.0116,0.0,0.73,0.3,3,1,0,0,1,0
0.22,0.113,0.47,0.53,11.03,0.0,0.2,186.22,1551946668218.13,70,70,1,15,5,0,0,0,0,360.0,0.02,2450,2.3219,1,0.5024,0.0,0.0,1.0,0.47,0.38,6,2,0,0,1,0
0.22,0.113,0.3,0.7,12.7,0.0,0.07,226.99,1889053335219.87,90,90,1,30,5,0,0,0,0,240.0,0.0323,4050,2.3219,3,0.4452,1.0,0.0059,0.0,0.51,0.51,12,6,0,0,1,0
0.22,0.113,0.2,0.8,16.87,0.0,0.27,267.56,2733293336066.27,90,90,1,30,3,0,0,0,0,180.0,0.0218,4050,2.3219,2,0.679,0.0,0.0,1.0,0.39,0.62,8,5,0,0,1,0
0.22,0.113,0.57,0.43,2.57,0.0,0.17,167.09,1651103334982.37,70,70,1,30,5,0,0,0,0,360.0,0.022,2450,2.3219,1,0.4331,0.0,0.0,1.0,0.42,0.66,3,2,0,0,1,0
0.22,0.113,0.81,0.19,0.62,0.0,0.0,39.16,323657692629.65,50,50,1,45,3,0,0,0,0,144.0,0.0135,1250,2.3219,5,0.3952,0.6,0.0075,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.23,0.77,20.83,0.0,0.2,314.72,2442746669110.13,90,90,1,30,3,0,0,0,0,180.0,0.0249,4050,2.3219,4,0.639,1.0,0.0088,0.0,0.51,0.57,12,7,0,0,1,0
0.22,0.113,0.6,0.4,1.77,0.0,0.0,74.12,721293334054.27,90,90,1,70,5,0,0,0,0,360.0,0.0406,4050,2.3219,3,0.2712,0.7,0.0083,0.0,0.55,0.71,8,6,0,0,1,0
0.22,0.113,0.79,0.21,1.21,0.0,0.0,53.72,351589655522.79,50,50,1,15,4,0,0,0,0,180.0,0.01,1250,2.3219,2,0.5424,1.0,0.0002,0.0,0.58,0.55,4,2,0,0,1,0
0.22,0.113,0.86,0.14,0.69,0.0,0.0,63.78,531844828116.03,70,70,1,70,5,0,0,0,0,120.0,0.0275,2450,2.3219,4,0.2284,0.5,0.005,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.7,0.3,2.07,0.0,0.03,106.63,833106667497.73,90,90,1,70,5,0,0,0,0,333.3333,0.0401,4050,2.3219,7,0.2863,0.6,0.012,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.43,0.57,2.21,0.0,0.0,41.32,396528571822.79,70,70,1,15,3,0,0,0,0,360.0,0.0137,2450,2.3219,1,0.6859,0.0,0.0,1.0,0.47,0.48,9,4,0,0,1,0
0.22,0.113,0.4,0.6,26.03,0.0,0.37,292.64,2664890002663.9,90,90,1,15,4,0,0,0,0,360.0,0.0206,4050,2.3219,1,0.6901,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.9,0.1,0.14,0.0,0.0,29.26,281541379590.24,50,50,1,70,4,0,0,0,0,180.0,0.0151,1250,2.3219,2,0.2472,0.0,0.0,1.0,0.47,0.2,2,0,0,0,1,0
0.22,0.113,0.34,0.66,10.48,0.0,0.14,197.96,1889572415681.93,70,70,1,70,3,0,0,0,0,60.0,0.0238,2450,2.3219,8,0.3867,0.8,0.0079,0.0,0.57,0.5,9,4,0,0,1,0
0.22,0.113,0.23,0.77,20.6,0.0,0.33,298.89,2696170002694.7,70,70,1,45,3,0,0,0,0,300.0,0.0228,2450,2.3219,10,0.4496,0.3,0.0322,0.0001,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.21,0.79,15.43,0.0,0.18,246.71,2173771430743.79,90,90,1,15,3,0,0,0,0,360.0,0.0171,4050,2.3219,1,0.7657,0.0,0.0,1.0,0.62,0.5,12,6,0,0,1,0
0.22,0.113,0.47,0.53,7.37,0.0,0.03,204.09,1415923334748.57,90,90,1,70,4,0,0,0,0,252.0,0.036,4050,2.3219,14,0.3922,0.6,0.0166,0.0,0.56,0.47,8,4,0,0,1,0
0.22,0.113,0.72,0.28,4.48,0.0,0.03,112.85,844206897393.45,70,70,1,70,4,0,0,0,0,72.0,0.0272,2450,2.3219,6,0.2714,0.5,0.0099,0.0,0.59,0.59,3,2,0,0,1,0
0.22,0.113,0.0,0.47,0.67,0.53,0.4,14.03,5982943339312.77,70,70,1,70,4,0,0,0,0,108.0,0.0255,2450,2.3219,10,0.3173,0.8,0.0081,0.0,0.43,0.75,3,2,0,0,1,0
0.22,0.113,0.25,0.75,18.64,0.0,0.32,412.76,2721357145577.86,90,90,1,30,4,0,0,0,0,180.0,0.0209,4050,2.3219,2,0.6828,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.17,0.83,29.72,0.0,0.17,248.71,2506631036987.0,90,90,1,15,4,0,0,0,0,360.0,0.0232,4050,2.3219,1,0.6483,0.0,0.0,1.0,0.73,0.55,8,4,0,0,1,0
0.22,0.113,0.21,0.79,27.86,0.0,0.41,282.36,2902344830487.93,70,70,1,15,4,0,0,0,0,360.0,0.0151,2450,2.3219,1,0.6476,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.64,0.36,0.39,0.0,0.0,29.08,336210714619.96,50,50,1,70,5,0,0,0,0,180.0,0.015,1250,2.3219,2,0.2472,0.0,0.0,1.0,0.39,0.71,4,3,0,0,1,0
0.22,0.113,0.79,0.21,0.97,0.0,0.0,27.79,335020689988.83,50,50,1,15,5,0,0,0,0,180.0,0.011,1250,2.3219,2,0.4832,0.0,0.0,1.0,0.46,0.58,2,1,0,0,1,0
0.22,0.113,0.34,0.66,20.24,0.0,0.21,215.4,2217824140147.9,90,90,1,30,4,0,0,0,0,180.0,0.0254,4050,2.3219,3,0.5973,1.0,0.0021,0.0,0.57,0.63,4,3,0,0,1,0
0.22,0.113,0.5,0.5,1.32,0.0,0.0,40.61,380525000378.82,50,50,1,45,3,0,0,0,0,180.0,0.0144,1250,2.3219,5,0.3112,0.6,0.0092,0.0,0.62,0.67,4,3,0,0,1,0
0.22,0.113,0.62,0.38,6.41,0.0,0.14,109.43,1109913794212.59,50,50,1,70,4,0,0,0,0,90.0,0.0157,1250,2.3219,4,0.222,1.0,0.0059,0.0,0.23,0.39,4,2,0,0,1,0
0.22,0.113,0.85,0.15,0.33,0.0,0.0,17.44,338385185522.37,50,50,1,45,3,0,0,0,0,216.0,0.0139,1250,2.3219,7,0.3676,0.7,0.0123,0.0,0.52,0.69,2,1,0,0,1,0
0.22,0.113,0.71,0.29,0.64,0.0,0.0,26.4,316992857458.5,50,50,1,70,3,0,0,0,0,180.0,0.0148,1250,2.3219,4,0.2964,1.0,0.0096,0.0,0.7,0.51,4,2,0,0,1,0
0.22,0.113,0.23,0.73,22.93,0.03,0.23,154.16,2009426668676.93,70,70,1,30,3,0,0,0,0,180.0,0.0176,2450,2.3219,2,0.5865,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.52,0.48,4.93,0.0,0.07,63.02,893293104340.17,70,70,1,45,5,0,0,0,0,249.2308,0.0268,2450,2.3219,8,0.2798,0.2,0.009,0.0,0.59,0.49,6,3,0,0,1,0
0.22,0.113,0.5,0.47,8.83,0.03,0.1,148.06,1799170001797.7,90,90,1,70,5,0,0,0,0,110.7692,0.0415,4050,2.3219,13,0.2514,0.5,0.0096,0.0,0.66,0.43,8,3,0,0,1,0
0.22,0.113,0.41,0.59,13.07,0.0,0.17,252.55,1901434484660.55,90,90,1,45,5,0,0,0,0,341.0526,0.0365,4050,2.3219,7,0.3585,0.6,0.0195,0.0,0.4,0.46,12,6,0,0,1,0
0.22,0.113,0.23,0.77,18.67,0.0,0.07,190.52,1576950001576.5,70,70,1,15,5,0,0,0,0,180.0,0.0197,2450,2.3219,4,0.5037,1.0,0.0091,0.0,0.57,0.55,3,2,0,0,1,0
0.22,0.113,0.27,0.73,13.97,0.0,0.37,212.91,2600290002599.9,70,70,1,70,4,0,0,0,0,288.0,0.0252,2450,2.3219,5,0.3153,0.4,0.0116,0.0,0.64,0.64,9,6,0,0,1,0
0.22,0.113,0.93,0.07,0.14,0.0,0.0,18.9,294579310637.17,50,50,1,70,3,0,0,0,0,196.3636,0.0155,1250,2.3219,8,0.2344,0.5,0.0116,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.48,0.52,3.38,0.0,0.03,87.74,875651725011.69,90,90,1,70,5,0,0,0,0,225.0,0.0393,4050,2.3219,10,0.3051,0.5,0.0108,0.0,0.48,0.63,8,5,0,0,1,0
0.22,0.113,0.34,0.66,12.03,0.0,0.1,128.53,1516962070479.97,50,50,1,30,3,0,0,0,0,120.0,0.0124,1250,2.3219,3,0.4516,1.0,0.0063,0.0,0.52,0.88,2,2,0,0,1,0
0.22,0.113,0.27,0.73,22.8,0.0,0.4,238.8,3105226669770.93,90,90,1,30,5,0,0,0,0,360.0,0.0314,4050,2.3219,2,0.4767,1.0,0.0175,0.0,0.56,0.46,8,4,0,0,1,0
0.22,0.113,0.36,0.64,3.39,0.0,0.0,68.67,933139286646.75,50,50,1,45,3,0,0,0,0,144.0,0.014,1250,2.3219,11,0.3676,0.7,0.0101,0.0,0.69,0.45,6,3,0,0,1,0
0.22,0.113,0.27,0.73,19.27,0.0,0.47,259.7,3222423336553.57,90,90,1,30,5,0,0,0,0,216.0,0.0299,4050,2.3219,4,0.5022,0.5,0.0102,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.1,0.9,14.43,0.0,0.27,181.6,2851880002850.8,90,90,1,70,4,0,0,0,0,144.0,0.036,4050,2.3219,10,0.3957,0.5,0.0092,0.0,0.42,0.67,12,8,0,0,1,0
0.22,0.113,0.1,0.9,28.37,0.0,0.33,346.0,3194506669859.73,90,90,1,30,4,0,0,0,0,240.0,0.0264,4050,2.3219,7,0.5727,0.4,0.0078,0.0,0.46,0.4,4,2,0,0,1,0
0.22,0.113,0.61,0.39,1.0,0.0,0.0,22.48,171725000171.18,50,50,1,15,3,0,0,0,0,180.0,0.0098,1250,2.3219,3,0.5668,1.0,0.0054,0.0,0.72,0.62,4,2,0,0,1,0
0.22,0.113,0.2,0.8,27.0,0.0,0.23,343.26,2517880002516.8,90,90,1,45,5,0,0,0,0,154.2857,0.034,4050,2.3219,7,0.4179,0.4,0.0097,0.0,0.57,0.56,8,5,0,0,1,0
0.22,0.113,0.9,0.1,0.14,0.0,0.0,26.15,238772414030.14,50,50,1,70,3,0,0,0,0,180.0,0.0151,1250,2.3219,3,0.2944,1.0,0.0105,0.0,0.39,0.38,2,1,0,0,1,0
0.22,0.113,0.17,0.83,33.17,0.0,0.37,378.63,3160933336493.67,90,90,1,30,3,0,0,0,0,180.0,0.0237,4050,2.3219,3,0.6543,1.0,0.0051,0.0,0.58,0.59,12,7,0,0,1,0
0.22,0.113,0.52,0.48,0.76,0.0,0.0,28.05,310158620998.14,50,50,1,70,4,0,0,0,0,180.0,0.0137,1250,2.3219,2,0.314,0.0,0.0,1.0,0.64,0.48,6,3,0,0,1,0
